	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
RECQL4	0.063597134142013	-0.0269063374481767	0	0.023	1
ADAMTS14	0.063597134142013	-0.0269063374481767	0	0.023	1
LENG8-AS1	0.063597134142013	-0.0269063374481767	0	0.023	1
AC109826.1	0.13098330122942	-0.0269063374481767	0	0.015	1
EAF2	0.13098330122942	-0.0269063374481767	0	0.015	1
C15orf48	0.13098330122942	-0.0269063374481767	0	0.015	1
TNFRSF13B	0.13098330122942	-0.0269063374481767	0	0.015	1
GJB2	0.13098330122942	-0.0269063374481767	0	0.015	1
TRAV8-2	0.13098330122942	-0.0269063374481767	0	0.015	1
DDX3Y	0.0718394267237328	-0.0269316185395711	0.007	0.038	1
LRMP	0.134595043804131	-0.0269316185395711	0.007	0.03	1
VOPP1	0.545195259171227	-0.0269539944819332	0.086	0.106	1
NAPG	0.545195259171227	-0.0269539944819332	0.086	0.106	1
ATP1B1	0.67850125413678	-0.0269539944819332	0.086	0.098	1
NEU1	0.346952149082218	-0.0269775358516461	0.086	0.121	1
SUSD6	0.440651659631125	-0.0269775358516461	0.093	0.121	1
NABP1	0.38083325034947	-0.0270702399310116	0.026	0.045	1
TCAIM	0.38083325034947	-0.0270702399310116	0.026	0.045	1
MAP4K2	0.38083325034947	-0.0270702399310116	0.026	0.045	1
C2CD3	0.38083325034947	-0.0270702399310116	0.026	0.045	1
RFC3	0.38083325034947	-0.0270702399310116	0.026	0.045	1
PAPLN	0.38083325034947	-0.0270702399310116	0.026	0.045	1
PCYT2	0.38083325034947	-0.0270702399310116	0.026	0.045	1
SHLD1	0.38083325034947	-0.0270702399310116	0.026	0.045	1
HAUS3	0.274822816408921	-0.027093903017811	0.033	0.061	1
RPS10-NUDT3	0.404183655134409	-0.027093903017811	0.033	0.053	1
FADS3	0.432269834484012	-0.0272504617795978	0.06	0.083	1
PTGES	0.569283554779527	-0.0272504617795978	0.06	0.076	1
TMEM119	0.860952051914449	-0.0273851431642673	0.152	0.136	1
ABCF2.1	0.546262193408854	-0.0274015925947236	0.086	0.106	1
USP37	0.288315611950992	-0.0274219622614341	0.04	0.068	1
LRRC45	0.414539019766674	-0.0274219622614341	0.04	0.061	1
NMT1	0.755091885229364	-0.0275282056385132	0.106	0.114	1
MYD88	0.43168619292737	-0.0275724423029881	0.066	0.091	1
MRPL52	0.960146833691524	-0.0276460522097916	0.397	0.348	1
DPP7	0.668009815769363	-0.0276654135253508	0.159	0.174	1
RABL3	0.132113732870723	-0.0277156563898144	0.007	0.03	1
C3orf80	0.132113732870723	-0.0277156563898144	0.007	0.03	1
UVSSA	0.132113732870723	-0.0277156563898144	0.007	0.03	1
DLL1	0.132113732870723	-0.0277156563898144	0.007	0.03	1
RAMP3	0.132113732870723	-0.0277156563898144	0.007	0.03	1
CHD7	0.132113732870723	-0.0277156563898144	0.007	0.03	1
C10orf143	0.132113732870723	-0.0277156563898144	0.007	0.03	1
BRCA2	0.132113732870723	-0.0277156563898144	0.007	0.03	1
TEP1	0.132113732870723	-0.0277156563898144	0.007	0.03	1
WDR25	0.132113732870723	-0.0277156563898144	0.007	0.03	1
ADGRE2	0.132113732870723	-0.0277156563898144	0.007	0.03	1
AL390728.5	0.132113732870723	-0.0277156563898144	0.007	0.03	1
MTM1	0.251603114511142	-0.0277156563898144	0.007	0.023	1
PLK1	0.251603114511142	-0.0277156563898144	0.007	0.023	1
SYNE3	0.107344372932762	-0.0277349911886185	0.013	0.045	1
CLEC2D	0.186669782552442	-0.0277349911886185	0.013	0.038	1
MAPRE2	0.520824265850639	-0.0278307052805477	0.132	0.159	1
MDFIC	0.618556926049685	-0.0278580462319657	0.119	0.136	1
EIF5A2	0.397147467378254	-0.0278642106591414	0.033	0.053	1
LRP12	0.397147467378254	-0.0278642106591414	0.033	0.053	1
FANCG	0.397147467378254	-0.0278642106591414	0.033	0.053	1
NPC1	0.397147467378254	-0.0278642106591414	0.033	0.053	1
GAS2L1	0.397147467378254	-0.0278642106591414	0.033	0.053	1
CCNB1	0.571875525165914	-0.0278642106591414	0.033	0.045	1
ARRDC1	0.290961396486743	-0.0278821498661797	0.04	0.068	1
GTF3A	0.79831447423367	-0.0278896987693812	0.232	0.235	1
PPP1R15A	0.787904952823018	-0.0279523014477926	0.397	0.364	1
LAMA4	0.302460281895752	-0.0279840007910876	0.609	0.394	1
NUAK1	0.569134395082427	-0.0280075115080026	0.053	0.068	1
CAVIN3	0.559684021867291	-0.0280478836449443	0.483	0.356	1
TRIM22	0.602131635309473	-0.0281182432185825	0.132	0.152	1
NUP58	0.664859068003051	-0.0281612309681743	0.093	0.106	1
CLOCK	0.300780929872279	-0.0282071175924689	0.046	0.076	1
ZKSCAN8	0.300780929872279	-0.0282071175924689	0.046	0.076	1
CHCHD2	0.939923435548665	-0.0282501499514669	0.894	0.939	1
SNHG15	0.522932242245649	-0.0282936703086088	0.113	0.136	1
SMIM12	0.618697229781809	-0.0282936703086088	0.119	0.136	1
ATP5F1A	0.770983454676943	-0.0283238803023147	0.483	0.439	1
IGF2.1	0.0571980238829744	-0.0283246584861974	0.04	0.098	1
SNTA1	0.399513874267344	-0.0283251586183807	0.033	0.053	1
HNRNPH1	0.904082541699898	-0.0283255137997664	0.238	0.227	1
CENPW	0.576865141345909	-0.0283397992277287	0.04	0.053	1
SLAIN2	0.678155247694872	-0.0284216913780486	0.146	0.159	1
IBA57	0.183072124903585	-0.0285171651812466	0.013	0.038	1
ST3GAL5	0.183072124903585	-0.0285171651812466	0.013	0.038	1
DUSP28	0.183072124903585	-0.0285171651812466	0.013	0.038	1
ECT2	0.183072124903585	-0.0285171651812466	0.013	0.038	1
DOLPP1	0.183072124903585	-0.0285171651812466	0.013	0.038	1
ZNF689	0.183072124903585	-0.0285171651812466	0.013	0.038	1
SHCBP1	0.183072124903585	-0.0285171651812466	0.013	0.038	1
CDC6	0.183072124903585	-0.0285171651812466	0.013	0.038	1
DERL3	0.183072124903585	-0.0285171651812466	0.013	0.038	1
MICALL1	0.183072124903585	-0.0285171651812466	0.013	0.038	1
LBR	0.912019111548553	-0.0285802961134887	0.106	0.106	1
OLFM2	0.863864635538016	-0.0285809771139152	0.073	0.076	1
SULF2	0.540549297627611	-0.0286023848024943	0.093	0.114	1
PHF13	0.407953309685027	-0.0286506566375946	0.04	0.061	1
TEX30	0.407953309685027	-0.0286506566375946	0.04	0.061	1
DUSP18	0.407953309685027	-0.0286506566375946	0.04	0.061	1
NDC80	0.303362853518175	-0.028662978769966	0.046	0.076	1
DAP3	0.754741583286778	-0.0286653345347622	0.199	0.205	1
ATP6V0D1	0.75866207871907	-0.0286763518357095	0.205	0.212	1
PNPLA8	0.553110088016854	-0.0287794493290452	0.066	0.083	1
RNF34	0.553110088016854	-0.0287794493290452	0.066	0.083	1
SMYD3	0.433825453275066	-0.0287906658736534	0.073	0.098	1
RHOQ	0.532653257758704	-0.0289139662567613	0.099	0.121	1
BCL2A1	0.185773371223377	-0.0289824422832119	0.013	0.038	1
UNG	0.919345079944895	-0.0290081857522547	0.099	0.098	1
PPIL1	0.431235418601546	-0.0291067254094895	0.079	0.106	1
TINF2	0.88813743386356	-0.0291399912778375	0.146	0.144	1
RRM2	0.232069663755495	-0.0292508721869448	0.02	0.045	1
CTSD	0.87950843705943	-0.0292513362958728	0.205	0.205	1
PPT1	0.628573323008787	-0.0292742706477708	0.192	0.212	1
IDO1	0.288023320794851	-0.0292981397626898	0	0.008	1
IGKV1-16	0.288023320794851	-0.0292981397626898	0	0.008	1
SLC1A4	0.220082179722491	-0.0293109764566532	0.02	0.045	1
PRIM2	0.220082179722491	-0.0293109764566532	0.02	0.045	1
PLEKHA8	0.220082179722491	-0.0293109764566532	0.02	0.045	1
CCDC22	0.220082179722491	-0.0293109764566532	0.02	0.045	1
KDM4C	0.220082179722491	-0.0293109764566532	0.02	0.045	1
TYSND1	0.220082179722491	-0.0293109764566532	0.02	0.045	1
PALD1	0.220082179722491	-0.0293109764566532	0.02	0.045	1
AVPR1A	0.220082179722491	-0.0293109764566532	0.02	0.045	1
PPTC7	0.220082179722491	-0.0293109764566532	0.02	0.045	1
KBTBD6	0.220082179722491	-0.0293109764566532	0.02	0.045	1
MIEF2	0.220082179722491	-0.0293109764566532	0.02	0.045	1
FECH	0.220082179722491	-0.0293109764566532	0.02	0.045	1
NCAPH	0.356003572602817	-0.0293109764566532	0.02	0.038	1
TOX	0.255509877122742	-0.0294256645829441	0.026	0.053	1
RGS17	0.414993412618491	-0.0294296844492501	0.046	0.068	1
MAP2K7	0.414993412618491	-0.0294296844492501	0.046	0.068	1
A1BG	0.521209916473627	-0.0294749410447434	0.139	0.167	1
HSPA4	0.885681339526572	-0.029486258809883	0.192	0.189	1
C20orf27	0.901617072275028	-0.0294921551736109	0.232	0.212	1
FKBP4	0.609043216691034	-0.0294977488977706	0.205	0.227	1
UBFD1	0.52568163194159	-0.029659892231874	0.106	0.129	1
RANBP2	0.8031615340085	-0.0296698955657773	0.172	0.174	1
MRPL28	0.547978949304634	-0.0296838725665012	0.192	0.22	1
UBQLN1	0.59682830865701	-0.0297659575200052	0.132	0.152	1
AL139246.5	0.314159520795994	-0.0297672563782218	0.013	0.03	1
PLEKHB2	0.506609164055855	-0.0297701598857339	0.139	0.167	1
CHUK	0.222826876152432	-0.029771802150385	0.02	0.045	1
ADORA2A	0.222826876152432	-0.029771802150385	0.02	0.045	1
FRYL	0.429788490434021	-0.0298632965892603	0.086	0.114	1
AP1G2	0.41714087976849	-0.0298819895069738	0.046	0.068	1
PLBD1	0.329837730717402	-0.0298892043048485	0.06	0.091	1
RAB9A	0.525181646631258	-0.0299704162740385	0.119	0.144	1
CC2D1B	0.0317923821891716	-0.0299891683022066	0	0.03	1
SIX2	0.0317923821891716	-0.0299891683022066	0	0.03	1
KYNU	0.0317923821891716	-0.0299891683022066	0	0.03	1
TMEM108	0.0317923821891716	-0.0299891683022066	0	0.03	1
PRDM8	0.0317923821891716	-0.0299891683022066	0	0.03	1
ETV7	0.0317923821891716	-0.0299891683022066	0	0.03	1
EPHA7	0.0317923821891716	-0.0299891683022066	0	0.03	1
HOXA4	0.0317923821891716	-0.0299891683022066	0	0.03	1
GAB3	0.0317923821891716	-0.0299891683022066	0	0.03	1
KIFC2	0.0317923821891716	-0.0299891683022066	0	0.03	1
TBC1D2	0.0317923821891716	-0.0299891683022066	0	0.03	1
USP2	0.0317923821891716	-0.0299891683022066	0	0.03	1
CD163L1	0.0317923821891716	-0.0299891683022066	0	0.03	1
LINC00944	0.0317923821891716	-0.0299891683022066	0	0.03	1
RASGRP1	0.0317923821891716	-0.0299891683022066	0	0.03	1
BLM	0.0317923821891716	-0.0299891683022066	0	0.03	1
HOXB-AS3	0.0317923821891716	-0.0299891683022066	0	0.03	1
EIF1AY	0.0317923821891716	-0.0299891683022066	0	0.03	1
E2F2	0.0317923821891716	-0.0299891683022066	0	0.03	1
LINC00578	0.0317923821891716	-0.0299891683022066	0	0.03	1
HS3ST3A1	0.0317923821891716	-0.0299891683022066	0	0.03	1
AREG	0.063597134142013	-0.0299891683022066	0	0.023	1
IL2RA	0.063597134142013	-0.0299891683022066	0	0.023	1
LAIR1	0.063597134142013	-0.0299891683022066	0	0.023	1
CHI3L2	0.063597134142013	-0.0299891683022066	0	0.023	1
GNG8	0.063597134142013	-0.0299891683022066	0	0.023	1
RHNO1	0.777152521645463	-0.0300888847496895	0.093	0.098	1
PRPS1	0.771261092297205	-0.0300910123241664	0.099	0.106	1
BOK	0.247361195519633	-0.0300972006924616	0.026	0.053	1
TRIM26	0.247361195519633	-0.0300972006924616	0.026	0.053	1
SHTN1	0.247361195519633	-0.0300972006924616	0.026	0.053	1
MPP5	0.247361195519633	-0.0300972006924616	0.026	0.053	1
CLN3	0.247361195519633	-0.0300972006924616	0.026	0.053	1
GALM	0.564295220769075	-0.0302013986714082	0.053	0.068	1
DCLRE1C	0.320241958319029	-0.0302027981314233	0.06	0.091	1
CXCL14	0.520655333107983	-0.0302176703286451	0.172	0.212	1
EPB41	0.225571697739836	-0.0302300535193988	0.02	0.045	1
TEX264	0.599217783343396	-0.0302607226353682	0.199	0.22	1
ARHGAP29	0.966263275958644	-0.0302895355654346	0.132	0.129	1
ALG13	0.539957600755164	-0.0303019628227176	0.079	0.098	1
GNA13	0.539957600755164	-0.0303019628227176	0.079	0.098	1
CNPPD1	0.431587844826273	-0.0303026493094879	0.086	0.114	1
KDELC2	0.58624338794017	-0.0304923238233301	0.139	0.159	1
IGF2R	0.804978992008379	-0.0304923238233301	0.139	0.144	1
GNA12	0.323401541808529	-0.0305187493193748	0.066	0.098	1
MCM2	0.250080115471732	-0.0305536386228792	0.026	0.053	1
NEDD9	0.250080115471732	-0.0305536386228792	0.026	0.053	1
STK26	0.250080115471732	-0.0305536386228792	0.026	0.053	1
PRIM1	0.352061688096563	-0.0305547254142108	0.02	0.038	1
RBM38	0.352061688096563	-0.0305547254142108	0.02	0.038	1
SF3A1	0.750308755006635	-0.0305866451069881	0.192	0.197	1
ASB3	0.322686943025891	-0.0306477545678056	0.06	0.091	1
GATA3	0.0620857808128983	-0.0307028284554638	0.013	0.053	1
ESAM	0.973278019511708	-0.0307308826018733	0.159	0.152	1
NBPF3	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
ARAP2	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
SHANK2	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
AIFM2	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
ACSL5	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
DDX11	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
DACH1	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
SLC25A29	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
ARHGAP11B	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
ORC6	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
SALL1	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
IL27RA	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
C19orf44	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
MELK	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
IL4I1	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
STBD1	0.0695577216220319	-0.0307826963244927	0.007	0.038	1
RTKN2	0.132113732870723	-0.0307826963244927	0.007	0.03	1
TSPO	0.626382430793766	-0.0307997267375917	0.358	0.386	1
NFKBIZ	0.556127111186575	-0.0308703860023442	0.126	0.152	1
SPSB1	0.26779485451742	-0.0308759462588276	0.033	0.061	1
ZNF609	0.26779485451742	-0.0308759462588276	0.033	0.061	1
EDEM1	0.397147980180239	-0.0308759462588276	0.033	0.053	1
ACO1	0.325805784338088	-0.030961991454326	0.066	0.098	1
EHD1	0.421727017366638	-0.0309659019227942	0.06	0.083	1
PPP1R12C	0.421727017366638	-0.0309659019227942	0.06	0.083	1
MTOR	0.559042631865133	-0.0309659019227942	0.06	0.076	1
PLEKHG2	0.976143805269659	-0.0310862993935022	0.179	0.167	1
RILPL2	0.51863598254218	-0.0311268264594699	0.126	0.152	1
CSF1	0.521275913315869	-0.0311316829026281	0.113	0.136	1
LINC01550	0.0713854800530352	-0.0312433273897029	0.007	0.038	1
LY9	0.063597134142013	-0.0312494452934968	0	0.023	1
PASK	0.063597134142013	-0.0312494452934968	0	0.023	1
DEFB1	0.063597134142013	-0.0312494452934968	0	0.023	1
PIK3AP1	0.063597134142013	-0.0312494452934968	0	0.023	1
GTSF1	0.063597134142013	-0.0312494452934968	0	0.023	1
CD19	0.063597134142013	-0.0312494452934968	0	0.023	1
EVI2A	0.063597134142013	-0.0312494452934968	0	0.023	1
TMC8	0.063597134142013	-0.0312494452934968	0	0.023	1
FSD1	0.063597134142013	-0.0312494452934968	0	0.023	1
IGLV1-47	0.063597134142013	-0.0312494452934968	0	0.023	1
ITGB2-AS1	0.063597134142013	-0.0312494452934968	0	0.023	1
IGHV4-4	0.063597134142013	-0.0312494452934968	0	0.023	1
MAP3K14-AS1	0.063597134142013	-0.0312494452934968	0	0.023	1
IGLVI-70	0.063597134142013	-0.0312494452934968	0	0.023	1
CD40LG	0.13098330122942	-0.0312494452934968	0	0.015	1
TRBV29-1	0.13098330122942	-0.0312494452934968	0	0.015	1
TRBV12-3	0.13098330122942	-0.0312494452934968	0	0.015	1
UTRN	0.798652608063024	-0.0312782892241415	0.185	0.189	1
TYROBP	0.5704183173402	-0.0313280588620352	0.033	0.045	1
CGAS	0.375920202283091	-0.0313346714394665	0.026	0.045	1
PRPSAP2	0.375920202283091	-0.0313346714394665	0.026	0.045	1
HGS	0.425175308522341	-0.0313557797852139	0.099	0.129	1
SRRT	0.640892474863553	-0.0314034217260285	0.172	0.189	1
NIP7	0.554800392687615	-0.0314168739162448	0.053	0.068	1
CDK12	0.431228256932435	-0.0314813336207229	0.093	0.121	1
RAB29	0.534020338213426	-0.0314887213015884	0.086	0.106	1
DIAPH1	0.534020338213426	-0.0314887213015884	0.086	0.106	1
MCAM	0.43288991218355	-0.0315077637677357	0.311	0.242	1
R3HDM4	0.614565487918041	-0.0315649517682176	0.113	0.129	1
LINC00960	0.104049027477666	-0.0315685751411772	0.013	0.045	1
CYB5R4	0.104049027477666	-0.0315685751411772	0.013	0.045	1
SLC7A7	0.104049027477666	-0.0315685751411772	0.013	0.045	1
DHX35	0.104049027477666	-0.0315685751411772	0.013	0.045	1
AL050341.2	0.183072124903585	-0.0315685751411772	0.013	0.038	1
CUL9	0.183072124903585	-0.0315685751411772	0.013	0.038	1
TMC6	0.183072124903585	-0.0315685751411772	0.013	0.038	1
KIF23	0.316970010797921	-0.0315685751411772	0.013	0.03	1
ABI1	0.673904553553919	-0.0316386313622583	0.139	0.152	1
MPHOSPH6	0.283279634298707	-0.0316473194696437	0.04	0.068	1
C3orf38	0.42261011745944	-0.0317232949092413	0.066	0.091	1
FTSJ3	0.42261011745944	-0.0317232949092413	0.066	0.091	1
OGDH	0.426899735025354	-0.0317871814708323	0.099	0.129	1
ETV6	0.504441645377268	-0.0318577268295866	0.126	0.152	1
NDUFS7	0.776121592561876	-0.0319096409204761	0.344	0.333	1
BECN1	0.430950695083712	-0.0319700036759158	0.126	0.159	1
LGALS9	0.286793209060733	-0.0320117731280174	0.04	0.068	1
ASCC3	0.494818484221113	-0.0320358641519526	0.152	0.182	1
FGD3	0.131301397026919	-0.0320365275680976	0.007	0.03	1
RAB15	0.131301397026919	-0.0320365275680976	0.007	0.03	1
MYO1F	0.131301397026919	-0.0320365275680976	0.007	0.03	1
CENPK	0.249201545756859	-0.0321072018593973	0.026	0.053	1
ZBTB7B	0.39138118062331	-0.0321072018593973	0.033	0.053	1
PDHX	0.424528328394816	-0.0321630848418081	0.066	0.091	1
PDZD8	0.424528328394816	-0.0321630848418081	0.066	0.091	1
HIST1H1C	0.691775540741602	-0.0322066710446744	0.079	0.091	1
GPR108	0.602865213224431	-0.0322920155461331	0.119	0.136	1
EIF3K	0.460206015070994	-0.0323013387008965	0.808	0.826	1
EFCC1	0.132970486521963	-0.0323469149383393	0.02	0.053	1
SLC2A6	0.132970486521963	-0.0323469149383393	0.02	0.053	1
BID	0.132970486521963	-0.0323469149383393	0.02	0.053	1
RASD2	0.132970486521963	-0.0323469149383393	0.02	0.053	1
GPR171	0.063597134142013	-0.0323758693582885	0	0.023	1
IL17RA	0.223072281440056	-0.0323973703075516	0.053	0.091	1
BARD1	0.295085443599171	-0.032411424631131	0.046	0.076	1
CHM	0.295085443599171	-0.032411424631131	0.046	0.076	1
SLC19A1	0.295085443599171	-0.032411424631131	0.046	0.076	1
AATF	0.65447733606215	-0.0324130526846937	0.166	0.182	1
YARS	0.51854797498639	-0.0325337869488569	0.099	0.121	1
CRLF3	0.393714800637836	-0.0325557076913121	0.033	0.053	1
AC007388.1	0.705002076873458	-0.0325918646937243	0.126	0.136	1
GSR	0.426425750331593	-0.0326004951230772	0.066	0.091	1
KIF20B	0.286730975819128	-0.032655881942555	0.04	0.068	1
RSRP1	0.820004192296996	-0.0326765259543855	0.298	0.288	1
AXL	0.823978313576615	-0.03278580530407	0.179	0.182	1
FBXO32	0.199420422378711	-0.0327904245867859	0.079	0.129	1
BTN3A1	0.135377029028877	-0.032798762911835	0.02	0.053	1
TESPA1	0.135377029028877	-0.032798762911835	0.02	0.053	1
IK	0.704747636835989	-0.0328243223952793	0.272	0.28	1
REPS1	0.401425097121817	-0.0328724220424336	0.04	0.061	1
STYXL1	0.401425097121817	-0.0328724220424336	0.04	0.061	1
LRCH4	0.401425097121817	-0.0328724220424336	0.04	0.061	1
TRAV5	0.13098330122942	-0.0328971940676924	0	0.015	1
FAM20C	0.55805668161739	-0.0329094100658203	0.073	0.091	1
RNF126	0.519554113471728	-0.0329618866650338	0.099	0.121	1
APOL1	0.551549922750878	-0.0330216200178257	0.093	0.114	1
DDX27	0.645527598851853	-0.0330616180658864	0.152	0.167	1
HSPH1	0.827146764279414	-0.0331090432440572	0.166	0.167	1
METTL6	0.156698791983386	-0.0331178237937059	0.026	0.061	1
C8orf76	0.156698791983386	-0.0331178237937059	0.026	0.061	1
POLR3E	0.156698791983386	-0.0331178237937059	0.026	0.061	1
FILIP1	0.304087508633603	-0.0331683640890556	0.053	0.083	1
BORCS8	0.419349263341172	-0.0331683640890556	0.053	0.076	1
CALM1	0.654807075628182	-0.0332543520744639	0.874	0.909	1
PEX11B	0.511196057675815	-0.0332642528007925	0.106	0.129	1
PPP2R3C	0.511196057675815	-0.0332642528007925	0.106	0.129	1
CDCA4	0.300147957020243	-0.0332962820071742	0.046	0.076	1
CNOT6L	0.737691309861247	-0.0333489120568378	0.113	0.121	1
GTF3C6	0.76375808942995	-0.0333766495762369	0.285	0.28	1
HNRNPL	0.633736926691943	-0.0335331996507495	0.212	0.227	1
SERPINB6	0.948296919647622	-0.033549588075022	0.364	0.326	1
TMED10	0.758340760673345	-0.0335596538835309	0.397	0.379	1
AC068888.1	0.159209466904635	-0.0335653742225654	0.026	0.061	1
RFLNB	0.159209466904635	-0.0335653742225654	0.026	0.061	1
CTSW	0.385819053002125	-0.0335653742225654	0.026	0.045	1
CCDC18	0.217408919281483	-0.0335880504862636	0.02	0.045	1
AL392172.1	0.217408919281483	-0.0335880504862636	0.02	0.045	1
FOXK2	0.217408919281483	-0.0335880504862636	0.02	0.045	1
BEST1	0.407775765685653	-0.0336304353681388	0.046	0.068	1
ARFGEF1	0.540054064479041	-0.0336488767933768	0.079	0.098	1
SNX20	0.186657696523477	-0.033718501483836	0.013	0.038	1
EIF2AK3	0.176088890356555	-0.0338814077268913	0.033	0.068	1
MMD	0.176088890356555	-0.0338814077268913	0.033	0.068	1
NASP	0.914382991334883	-0.0339101110864781	0.192	0.189	1
WIZ	0.310906534539872	-0.0339182382746198	0.06	0.091	1
CCDC14	0.503792568432598	-0.0339881329158102	0.113	0.136	1
AKT1	0.503792568432598	-0.0339881329158102	0.113	0.136	1
SCP2	0.683351622909091	-0.0340810248720649	0.397	0.386	1
DHFR	0.434716016799639	-0.0341029992392849	0.066	0.091	1
PACSIN2	0.624791245336949	-0.0341104900297797	0.106	0.121	1
TGOLN2	0.799826697978133	-0.0342827639867669	0.265	0.258	1
PSMD1	0.458035081679457	-0.0342913925989067	0.185	0.22	1
SYTL1	0.0317956293757319	-0.0343230193727684	0	0.03	1
FGGY	0.0317956293757319	-0.0343230193727684	0	0.03	1
DAPP1	0.0317956293757319	-0.0343230193727684	0	0.03	1
ANXA2R	0.0317956293757319	-0.0343230193727684	0	0.03	1
JAKMIP2	0.0317956293757319	-0.0343230193727684	0	0.03	1
NFE2L3	0.0317956293757319	-0.0343230193727684	0	0.03	1
MAOA	0.0317956293757319	-0.0343230193727684	0	0.03	1
AP002748.3	0.0317956293757319	-0.0343230193727684	0	0.03	1
ITGB7	0.0317956293757319	-0.0343230193727684	0	0.03	1
SLC27A2	0.0317956293757319	-0.0343230193727684	0	0.03	1
SPNS3	0.0317956293757319	-0.0343230193727684	0	0.03	1
TSPOAP1-AS1	0.0317956293757319	-0.0343230193727684	0	0.03	1
KCNN4	0.0317956293757319	-0.0343230193727684	0	0.03	1
SEC14L2	0.0317956293757319	-0.0343230193727684	0	0.03	1
CSAG1	0.0317956293757319	-0.0343230193727684	0	0.03	1
CDC45	0.0317956293757319	-0.0343230193727684	0	0.03	1
TRBV20-1	0.063597134142013	-0.0343230193727684	0	0.023	1
BMP8B	0.0635982484423006	-0.0343230193727684	0	0.023	1
TNIP3	0.0635982484423006	-0.0343230193727684	0	0.023	1
SMKR1	0.0635982484423006	-0.0343230193727684	0	0.023	1
NEDD1	0.243849164928388	-0.0343527074210471	0.026	0.053	1
ZNRF1	0.243849164928388	-0.0343527074210471	0.026	0.053	1
BMP2	0.243849164928388	-0.0343527074210471	0.026	0.053	1
AKAP8	0.243849164928388	-0.0343527074210471	0.026	0.053	1
CYGB	0.950288443052959	-0.0343531179387519	0.311	0.28	1
SATB1	0.422764080523055	-0.0343536507376765	0.06	0.083	1
MTFP1	0.411501012771101	-0.0343813432739618	0.053	0.076	1
NMI	0.411501012771101	-0.0343813432739621	0.053	0.076	1
DOCK10	0.411501012771101	-0.0343813432739621	0.053	0.076	1
CYLD	0.32885679834835	-0.0343815792290439	0.079	0.114	1
LYRM1	0.533082735343131	-0.0343815792290439	0.086	0.106	1
MLLT6	0.418541954508327	-0.0343818040642044	0.119	0.152	1
NRBF2	0.504770655129614	-0.0344085581940778	0.113	0.136	1
TRDC	0.250133702238769	-0.0344089654045733	0.007	0.023	1
MYCBP	0.512065302913878	-0.034433769353035	0.132	0.159	1
LNPEP	0.611568153663351	-0.034435674484739	0.106	0.121	1
FASTKD2	0.191952055893298	-0.0346377707482054	0.04	0.076	1
CLPTM1L	0.191952055893298	-0.0346377707482054	0.04	0.076	1
CD109	0.191952055893298	-0.0346377707482054	0.04	0.076	1
CDKN1B	0.818158932646575	-0.0346457701452236	0.132	0.136	1
RAP1B	0.91182604575092	-0.0346590242818043	0.45	0.386	1
DTX3L	0.31599427776084	-0.0346611457490661	0.066	0.098	1
FBXO22	0.31599427776084	-0.0346611457490661	0.066	0.098	1
DCBLD1	0.43168619292737	-0.0346611457490661	0.066	0.091	1
UBE2T	0.181210002260438	-0.0347655853446048	0.033	0.068	1
TNFSF10	0.845230936117825	-0.0348373352258521	0.079	0.083	1
HMOX2	0.91955946459445	-0.0348458151096567	0.139	0.136	1
SNAPC5	0.670993651384622	-0.0348753080525578	0.132	0.144	1
SMG1	0.26273523134626	-0.0349792329306606	0.093	0.136	1
MAN2A1	0.318351030873009	-0.0350925279062066	0.066	0.098	1
DUSP22	0.318351030873009	-0.0350925279062066	0.066	0.098	1
CYB561D1	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
ZNF804A	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
CPOX	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
PI4K2B	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
CARD11	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
PNMA2	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
FAM78A	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
CA12	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
GNAO1	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
HOXB4	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
AC093512.2	0.0691192182044511	-0.0350944051746245	0.007	0.038	1
IGKV1-5	0.131302377276014	-0.0350944051746245	0.007	0.03	1
MSL2	0.263515939267175	-0.0351101021030518	0.033	0.061	1
RAB33B	0.263515939267175	-0.0351101021030518	0.033	0.061	1
INSIG1	0.263515939267175	-0.0351101021030518	0.033	0.061	1
