	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
REXO21	5.34696590540631e-21	0.305476930053493	0.467	0.179	9.45824799007321e-17	Endothelial cells	REXO2
MT-ND5	5.88324268110768e-21	0.481996108240376	0.993	0.961	1.04068679786114e-16	Endothelial cells	MT-ND5
GNG51	6.97812314532249e-21	0.504084457482611	0.783	0.551	1.2343602031761e-16	Endothelial cells	GNG5
NDUFC1	9.2005564806867e-21	0.38976886171744	0.638	0.335	1.62748643586867e-16	Endothelial cells	NDUFC1
HDLBP1	1.07094066928203e-20	0.342170771263413	0.559	0.244	1.89438694989298e-16	Endothelial cells	HDLBP
ZNHIT11	1.10232867561858e-20	0.382797405163127	0.632	0.329	1.94990919430171e-16	Endothelial cells	ZNHIT1
GANAB	1.34297538564574e-20	0.256042729050279	0.355	0.115	2.37558915966875e-16	Endothelial cells	GANAB
CYSTM11	1.37536573461388e-20	0.257908539992795	0.382	0.126	2.43288444795848e-16	Endothelial cells	CYSTM1
PPP2R2A	1.65850601526138e-20	0.281988776414428	0.434	0.161	2.93373129039586e-16	Endothelial cells	PPP2R2A
SNAP23	1.74335744079738e-20	0.297663528866836	0.467	0.181	3.08382497702649e-16	Endothelial cells	SNAP23
TMEM30A	3.4594387405413e-20	0.282568117912481	0.408	0.147	6.11940118814351e-16	Endothelial cells	TMEM30A
MT-ND4L1	5.83612346016359e-20	0.480820686564176	1	0.986	1.03235187886834e-15	Endothelial cells	MT-ND4L
NORAD1	5.97769709759379e-20	0.3409818127058	0.487	0.204	1.05739483959337e-15	Endothelial cells	NORAD
FIS1	7.74284728610653e-20	0.384371653689718	0.664	0.362	1.36963225643938e-15	Endothelial cells	FIS1
AP2B1	9.16275267505934e-20	0.258915096093482	0.467	0.181	1.62079932069125e-15	Endothelial cells	AP2B1
CD46	1.1161345874545e-19	0.371365299082132	0.493	0.21	1.97433047174826e-15	Endothelial cells	CD46
COX6C	1.34231345549297e-19	0.400406762795764	0.829	0.644	2.37441827142151e-15	Endothelial cells	COX6C
LAP31	1.68540362722187e-19	0.321763186941466	0.48	0.194	2.98131047619276e-15	Endothelial cells	LAP3
TIMM8B	1.82653112076039e-19	0.276300425893338	0.513	0.214	3.23095089951306e-15	Endothelial cells	TIMM8B
SLIRP	1.84944150290987e-19	0.325386609279269	0.586	0.279	3.27147707449727e-15	Endothelial cells	SLIRP
RABAC1	2.05730787398039e-19	0.392694757454089	0.77	0.492	3.63917189828391e-15	Endothelial cells	RABAC1
ANXA52	2.24646944607265e-19	0.420517279973766	0.717	0.403	3.97377980315791e-15	Endothelial cells	ANXA5
BST21	2.64092974544801e-19	0.653199540667897	0.671	0.418	4.67154062672298e-15	Endothelial cells	BST2
RTN41	4.10782121937878e-19	0.378304453579676	0.592	0.292	7.26632495495912e-15	Endothelial cells	RTN4
CTDSP2	4.42553127945004e-19	0.271705157164591	0.362	0.124	7.82832228021917e-15	Endothelial cells	CTDSP2
S100A101	4.5552101393764e-19	0.752221656821269	0.836	0.638	8.05771121554292e-15	Endothelial cells	S100A10
POMP1	6.38796934450651e-19	0.473130025557239	0.717	0.444	1.12996789734976e-14	Endothelial cells	POMP
MT-ND1	7.91953570654085e-19	0.460523664010586	1	0.973	1.40088667113001e-14	Endothelial cells	MT-ND1
SLC39A10	8.30973413313256e-19	0.281332576647983	0.276	0.079	1.46990887080982e-14	Endothelial cells	SLC39A10
CALM11	1.37907044600889e-18	0.601109367358601	0.954	0.85	2.43943771194512e-14	Endothelial cells	CALM1
MRFAP11	2.37475160487581e-18	0.318125801105367	0.553	0.259	4.20069811386482e-14	Endothelial cells	MRFAP1
NEDD8	3.27822273963284e-18	0.373184190060403	0.717	0.446	5.79884820413652e-14	Endothelial cells	NEDD8
DYNC1H1	4.39376717678419e-18	0.34352749598057	0.612	0.31	7.77213475901355e-14	Endothelial cells	DYNC1H1
XAF1	5.38469619114952e-18	0.32767994823892	0.454	0.188	9.52498909252438e-14	Endothelial cells	XAF1
BANF11	5.97220557170754e-18	0.359732724099033	0.625	0.343	1.05642344357935e-13	Endothelial cells	BANF1
TUBA1B2	7.31145310426944e-18	0.577982906316632	0.77	0.504	1.29332293961422e-13	Endothelial cells	TUBA1B
CANX	9.58551436211989e-18	0.41759939927091	0.618	0.339	1.69558163551539e-13	Endothelial cells	CANX
MT-CO31	1.15937716661864e-17	0.467539837985973	1	0.986	2.05082227003172e-13	Endothelial cells	MT-CO3
ATP2B4	1.72406130756141e-17	0.338367499898992	0.513	0.237	3.04969204694538e-13	Endothelial cells	ATP2B4
ITM2A1	1.93435833129294e-17	0.600432003194556	0.592	0.305	3.42168645222408e-13	Endothelial cells	ITM2A
RALA	2.60198653547401e-17	0.293735117223177	0.454	0.19	4.60265398259998e-13	Endothelial cells	RALA
SCAND1	2.62923369122412e-17	0.300873609075129	0.651	0.341	4.65085147640635e-13	Endothelial cells	SCAND1
HIF1A1	3.29191960320599e-17	0.392724444698966	0.592	0.302	5.82307658611107e-13	Endothelial cells	HIF1A
AP2S12	5.68178805949466e-17	0.333702132337375	0.632	0.333	1.00505148984401e-12	Endothelial cells	AP2S1
EIF4G1	5.7245473672067e-17	0.32402255486144	0.5	0.231	1.01261518378519e-12	Endothelial cells	EIF4G1
TMEM14C1	6.72280844805849e-17	0.262867187466073	0.474	0.201	1.18919758637707e-12	Endothelial cells	TMEM14C
DYNLRB1	7.42537237029352e-17	0.30115184740278	0.684	0.375	1.31347411858122e-12	Endothelial cells	DYNLRB1
GBP4	1.57183169222684e-16	0.275837450474571	0.408	0.161	2.78041308038006e-12	Endothelial cells	GBP4
PPIA1	1.67705509318804e-16	0.421461679654189	0.974	0.907	2.96654275434032e-12	Endothelial cells	PPIA
UTRN	1.81698850400403e-16	0.399105586996361	0.533	0.272	3.21407096473273e-12	Endothelial cells	UTRN
NDUFB2	2.09291869670837e-16	0.37846663181391	0.789	0.552	3.70216388260743e-12	Endothelial cells	NDUFB2
CRTAP2	3.29977970935654e-16	0.280779342685066	0.467	0.204	5.83698032788078e-12	Endothelial cells	CRTAP
CLTA2	3.61082181476278e-16	0.334306161769205	0.638	0.359	6.38718270813389e-12	Endothelial cells	CLTA
AHNAK	4.38013756713389e-16	0.497615276072844	0.77	0.502	7.74802534250313e-12	Endothelial cells	AHNAK
COMT1	4.75789398328483e-16	0.295603870073775	0.474	0.216	8.41623866703253e-12	Endothelial cells	COMT
S100A62	5.13987236279646e-16	0.755225587563716	0.934	0.767	9.09192022255067e-12	Endothelial cells	S100A6
MT-CO2	5.45708919089957e-16	0.40132224380116	1	0.991	9.65304506978226e-12	Endothelial cells	MT-CO2
PARP14	5.89517874633104e-16	0.260988323783042	0.447	0.19	1.0427981684385e-11	Endothelial cells	PARP14
HMGN31	6.36977992992307e-16	0.310426065726984	0.625	0.339	1.12675037180409e-11	Endothelial cells	HMGN3
PCMTD1	1.32292311363307e-15	0.255767998382722	0.408	0.168	2.34011869570553e-11	Endothelial cells	PCMTD1
DPM3	1.44683598424748e-15	0.263107974353518	0.428	0.184	2.55930817253537e-11	Endothelial cells	DPM3
RSU1	1.60257808737394e-15	0.286507878238135	0.428	0.187	2.83480037875577e-11	Endothelial cells	RSU1
TESC	1.66072646171244e-15	0.35359897316531	0.342	0.131	2.93765903812314e-11	Endothelial cells	TESC
HSP90B11	2.02268669959581e-15	0.325938513022071	0.803	0.575	3.57793050291503e-11	Endothelial cells	HSP90B1
CD991	2.32055171610796e-15	0.416076408501643	0.895	0.689	4.10482393062336e-11	Endothelial cells	CD99
RNF7	2.60659903615841e-15	0.349591499532571	0.612	0.363	4.61081303506061e-11	Endothelial cells	RNF7
ATP5PF	2.6781110685046e-15	0.344373201604473	0.711	0.47	4.73731066907779e-11	Endothelial cells	ATP5PF
TLN1	2.80208758116731e-15	0.295661198644303	0.711	0.414	4.95661272232686e-11	Endothelial cells	TLN1
TMEM2191	3.27668253424096e-15	0.313933608649878	0.618	0.344	5.79612373481883e-11	Endothelial cells	TMEM219
NUCKS11	3.55225051639128e-15	0.337344319466142	0.592	0.324	6.28357593844454e-11	Endothelial cells	NUCKS1
S100A112	3.71836501562244e-15	0.304980391027783	0.855	0.622	6.57741587613453e-11	Endothelial cells	S100A11
DUSP23	3.87519387442796e-15	0.380900748305899	0.355	0.143	6.85483044447561e-11	Endothelial cells	DUSP23
MT-ATP8	4.01635309320093e-15	0.479329424938923	1	0.977	7.10452698656313e-11	Endothelial cells	MT-ATP8
GIMAP1	4.79010245622469e-15	0.289857258109669	0.48	0.223	8.47321223481586e-11	Endothelial cells	GIMAP1
TMEM1731	4.79285032011938e-15	0.2853089026735	0.388	0.162	8.47807293125918e-11	Endothelial cells	TMEM173
RBM17	7.15467899408622e-15	0.313702689335582	0.533	0.273	1.26559116726391e-10	Endothelial cells	RBM17
CSTB1	7.91366061080426e-15	0.297194936816801	0.73	0.468	1.39984742544517e-10	Endothelial cells	CSTB
EIF4G2	1.30773302372096e-14	0.352331498969594	0.796	0.569	2.31324894566001e-10	Endothelial cells	EIF4G2
ARGLU1	1.63732708194654e-14	0.32604168924292	0.638	0.365	2.89626787525523e-10	Endothelial cells	ARGLU1
OS9	2.17691486111842e-14	0.270708869302182	0.507	0.252	3.85074469783237e-10	Endothelial cells	OS9
KDELR21	3.02735281732808e-14	0.265615451124273	0.533	0.264	5.35508439857164e-10	Endothelial cells	KDELR2
TGOLN2	3.07899051975764e-14	0.261536587549452	0.559	0.283	5.44642633039929e-10	Endothelial cells	TGOLN2
EIF5B	3.18177257582883e-14	0.258342311476243	0.546	0.276	5.62823750938362e-10	Endothelial cells	EIF5B
PRDX11	5.54111343717862e-14	0.344742302736035	0.717	0.467	9.80167555902525e-10	Endothelial cells	PRDX1
ADD1	6.6074757624019e-14	0.281436838230107	0.428	0.197	1.16879638761127e-09	Endothelial cells	ADD1
BCAP31	7.57925669129995e-14	0.337959757275957	0.612	0.368	1.34069471612405e-09	Endothelial cells	BCAP31
ETS11	9.54102591246684e-14	0.335564564252873	0.625	0.357	1.68771207365626e-09	Endothelial cells	ETS1
SERINC3	2.10561817868296e-13	0.289482423532655	0.493	0.253	3.72462799627229e-09	Endothelial cells	SERINC3
HECTD1	2.31905994956294e-13	0.265658702784063	0.421	0.192	4.10218514478188e-09	Endothelial cells	HECTD1
UQCRQ1	2.38899404235068e-13	0.335799858775129	0.691	0.472	4.22589156151411e-09	Endothelial cells	UQCRQ
MIF1	2.89960312133842e-13	0.32877780201411	0.934	0.82	5.12910796133553e-09	Endothelial cells	MIF
COX5B1	2.96591231307757e-13	0.339912173531595	0.803	0.626	5.24640229060291e-09	Endothelial cells	COX5B
CALR	3.13449963785885e-13	0.37417432438377	0.789	0.6	5.54461640940852e-09	Endothelial cells	CALR
CSNK1A1	4.91279984720127e-13	0.306777252179281	0.553	0.301	8.69025164971433e-09	Endothelial cells	CSNK1A1
CAPN2	6.87820752222674e-13	0.277735952586127	0.5	0.257	1.21668612860669e-08	Endothelial cells	CAPN2
MRPL52	7.63232857704272e-13	0.310736911843941	0.553	0.321	1.35008260199309e-08	Endothelial cells	MRPL52
DUT1	8.78506532415387e-13	0.394906418406288	0.5	0.262	1.55399020518958e-08	Endothelial cells	DUT
ATP1A1	1.08513250581065e-12	0.259858786022666	0.546	0.293	1.91949088952846e-08	Endothelial cells	ATP1A1
IFI16	1.23705275930943e-12	0.260360467204191	0.566	0.307	2.18822262594244e-08	Endothelial cells	IFI16
NDUFB1	1.29639006652746e-12	0.277261514065031	0.658	0.392	2.29318438868042e-08	Endothelial cells	NDUFB1
GADD45GIP1	1.53984446827696e-12	0.269083910885407	0.493	0.259	2.72383087993511e-08	Endothelial cells	GADD45GIP1
ROMO11	2.13974152430056e-12	0.342978375809355	0.671	0.461	3.78498878233526e-08	Endothelial cells	ROMO1
RALBP1	2.26567257908277e-12	0.258476092855777	0.401	0.188	4.00774822513952e-08	Endothelial cells	RALBP1
GIMAP71	2.45065668195202e-12	0.332896854627924	0.559	0.306	4.33496660470494e-08	Endothelial cells	GIMAP7
LAMTOR5	2.76149275662836e-12	0.274429563414831	0.533	0.295	4.88480453719991e-08	Endothelial cells	LAMTOR5
CFLAR	3.26496080091396e-12	0.258321305731171	0.592	0.341	5.7753891607367e-08	Endothelial cells	CFLAR
FLNA1	3.38476653212111e-12	0.317252544783219	0.73	0.476	5.98731351866903e-08	Endothelial cells	FLNA
NDUFA12	3.69068380516944e-12	0.297123318834626	0.579	0.343	6.52845058296422e-08	Endothelial cells	NDUFA12
RHOA2	4.23128992615445e-12	0.324516680383526	0.901	0.803	7.4847287503746e-08	Endothelial cells	RHOA
ELOB2	4.7514358194703e-12	0.315927806421793	0.868	0.714	8.40481482106101e-08	Endothelial cells	ELOB
NDUFB4	5.5650235721938e-12	0.30217432730797	0.697	0.463	9.84397019685362e-08	Endothelial cells	NDUFB4
MIR4435-2HG1	6.06594318265102e-12	0.389572626337637	0.454	0.235	1.07300468957914e-07	Endothelial cells	MIR4435-2HG
TUBB1	6.35124769080755e-12	0.384473097123079	0.711	0.46	1.12347220402695e-07	Endothelial cells	TUBB
SELENOH	7.34022543051601e-12	0.285751462217376	0.704	0.487	1.29841247640398e-07	Endothelial cells	SELENOH
NAA10	7.43193500994435e-12	0.266669683764125	0.487	0.262	1.31463498390906e-07	Endothelial cells	NAA10
ANAPC111	8.35281646602737e-12	0.274610575783561	0.632	0.39	1.47752970467558e-07	Endothelial cells	ANAPC11
PPIB2	9.05892466116814e-12	0.275031744883897	0.908	0.757	1.60243318331403e-07	Endothelial cells	PPIB
NEAT11	1.76811662072988e-11	0.372348574209358	0.757	0.563	3.12762149040909e-07	Endothelial cells	NEAT1
TSPO1	1.78439410631952e-11	0.274645141558372	0.638	0.398	3.1564147346686e-07	Endothelial cells	TSPO
ENY2	2.44247615438378e-11	0.268678581808707	0.546	0.324	4.32049606948947e-07	Endothelial cells	ENY2
GNB21	2.58992862898457e-11	0.275485508261352	0.684	0.44	4.58132475181081e-07	Endothelial cells	GNB2
GIMAP41	3.36444552590891e-11	0.287598065054873	0.592	0.34	5.95136769078027e-07	Endothelial cells	GIMAP4
EIF2S2	3.50459384675878e-11	0.273308108974008	0.546	0.324	6.1992760555316e-07	Endothelial cells	EIF2S2
RBX1	4.12845941279962e-11	0.294104370464562	0.599	0.381	7.30283185530124e-07	Endothelial cells	RBX1
MORF4L11	5.69883942185253e-11	0.256365953917521	0.743	0.517	1.00806770533149e-06	Endothelial cells	MORF4L1
SDF4	7.06288690004265e-11	0.251734519948348	0.539	0.309	1.24935406374854e-06	Endothelial cells	SDF4
ATRX	1.17448817042342e-10	0.267531792692201	0.572	0.335	2.07755212466199e-06	Endothelial cells	ATRX
MT-ND6	1.20313964040132e-10	0.375716713359384	0.842	0.725	2.12823370990589e-06	Endothelial cells	MT-ND6
NOP101	2.79565885108943e-10	0.263157943525232	0.632	0.416	4.94524094169209e-06	Endothelial cells	NOP10
EDF1	3.29138312844092e-10	0.25364199742567	0.855	0.704	5.82212761589915e-06	Endothelial cells	EDF1
NDUFA111	9.04235312933636e-10	0.251845544935252	0.513	0.316	1.59950184504831e-05	Endothelial cells	NDUFA11
SERBP1	1.09883864076537e-09	0.271044710326385	0.697	0.502	1.94373567164987e-05	Endothelial cells	SERBP1
HLA-E1	1.30763316747687e-09	0.295232029266733	0.974	0.918	2.31307230994984e-05	Endothelial cells	HLA-E
SRP91	1.38538159009139e-09	0.274337230519458	0.579	0.384	2.45060149471265e-05	Endothelial cells	SRP9
TPM31	2.62625213688123e-09	0.303723190676244	0.836	0.686	4.6455774049292e-05	Endothelial cells	TPM3
PSMA7	2.7458491473739e-09	0.269602917274696	0.77	0.61	4.85713255678969e-05	Endothelial cells	PSMA7
RAB2A	2.78354647430823e-09	0.266984386322049	0.507	0.314	4.92381535840384e-05	Endothelial cells	RAB2A
PDIA3	3.20527033070877e-09	0.286856707854156	0.691	0.483	5.66980268799074e-05	Endothelial cells	PDIA3
LY6E1	8.21013678438761e-09	0.404786080912707	0.664	0.497	0.000145229109579032	Endothelial cells	LY6E
ICAM11	9.36312290883949e-09	0.366643350107682	0.336	0.159	0.000165624281134462	Endothelial cells	ICAM1
RPS281	3.28094892405761e-08	0.304585081946834	1	0.997	0.00058036705517655	Endothelial cells	RPS28
PDIA61	3.91666590596176e-08	0.258080064371707	0.579	0.38	0.000692819032105575	Endothelial cells	PDIA6
PPA11	4.42012683582246e-08	0.336793324907048	0.441	0.265	0.000781876235988635	Endothelial cells	PPA1
H2AFZ	9.15783140624858e-08	0.322775078074487	0.711	0.541	0.00161992879745131	Endothelial cells	H2AFZ
ATP1B31	1.10079700129878e-07	0.267866451308188	0.395	0.224	0.00194719981559741	Endothelial cells	ATP1B3
ACTG11	1.51537427277576e-07	0.323200114112427	0.974	0.933	0.00268054555111303	Endothelial cells	ACTG1
RPS26	2.47448873562137e-06	0.26158282473198	0.934	0.912	0.0437712312444064	Endothelial cells	RPS26
MT-CO1	5.58086409201926e-06	0.263426243271905	1	0.991	0.0987199049237288	Endothelial cells	MT-CO1
ATP5F1E1	2.95119634274215e-05	0.258972833264816	0.993	0.955	0.522037121067659	Endothelial cells	ATP5F1E
GAPDH2	0.00193770677805188	0.274988311696134	0.987	0.954	1	Endothelial cells	GAPDH
IFITM12	0.00274424167161448	0.279446901136613	0.789	0.733	1	Endothelial cells	IFITM1
TPSAB1	0	3.89478987407805	0.978	0	0	Mast cells	TPSAB1
CPA3	0	3.2871503103362	0.967	0.001	0	Mast cells	CPA3
TPSB2	0	3.23618386674417	0.978	0.001	0	Mast cells	TPSB2
TPSD1	0	3.12099119662115	0.856	0	0	Mast cells	TPSD1
CLU	0	2.13543240078416	0.911	0.022	0	Mast cells	CLU
GATA2	0	2.12364123283972	0.944	0.004	0	Mast cells	GATA2
MS4A2	0	2.06365156034343	0.933	0	0	Mast cells	MS4A2
LTC4S	0	1.75079893657437	0.9	0.025	0	Mast cells	LTC4S
SLC18A2	0	1.57770112379084	0.889	0	0	Mast cells	SLC18A2
KIT	0	1.56407489393954	0.944	0.007	0	Mast cells	KIT
HDC	0	1.56151579936983	0.822	0	0	Mast cells	HDC
HPGDS	0	1.52667776138694	0.9	0.003	0	Mast cells	HPGDS
VWA5A	0	1.49653388390545	0.922	0.026	0	Mast cells	VWA5A
BACE21	0	1.19355727926248	0.889	0.023	0	Mast cells	BACE2
IL1RL1	0	1.10729867837638	0.789	0.001	0	Mast cells	IL1RL1
MAOB	0	0.981444184852516	0.756	0.003	0	Mast cells	MAOB
PTGS1	0	0.965380372692125	0.789	0.023	0	Mast cells	PTGS1
AL157895.1	0	0.929535958624176	0.844	0	0	Mast cells	AL157895.1
SLC45A3	0	0.88114231415095	0.622	0.003	0	Mast cells	SLC45A3
RHEX	0	0.859456429482458	0.689	0.008	0	Mast cells	RHEX
CNRIP11	0	0.857600221035059	0.733	0.019	0	Mast cells	CNRIP1
RGS13	0	0.790183266796599	0.611	0.011	0	Mast cells	RGS13
SIGLEC6	0	0.70013010395837	0.611	0.003	0	Mast cells	SIGLEC6
MITF	0	0.690923491226946	0.622	0.015	0	Mast cells	MITF
MLPH	0	0.614903083955669	0.489	0.003	0	Mast cells	MLPH
NTRK1	0	0.598279275008722	0.556	0.007	0	Mast cells	NTRK1
LIF	0	0.5901155376236	0.478	0.008	0	Mast cells	LIF
GCSAML	0	0.549914887691347	0.467	0	0	Mast cells	GCSAML
GMPR	0	0.53432522602554	0.556	0.008	0	Mast cells	GMPR
SLC24A3	0	0.374336542538925	0.367	0.001	0	Mast cells	SLC24A3
STXBP6	0	0.349726008169144	0.333	0.002	0	Mast cells	STXBP6
CADPS	0	0.344114534949105	0.367	0	0	Mast cells	CADPS
AL390957.1	0	0.342801164652618	0.3	0.002	0	Mast cells	AL390957.1
GFRA3	0	0.328109771113606	0.311	0	0	Mast cells	GFRA3
CALB2	0	0.32020901409555	0.289	0	0	Mast cells	CALB2
CDK15	0	0.304211374402992	0.289	0	0	Mast cells	CDK15
CTTNBP2	0	0.30184792792468	0.322	0.002	0	Mast cells	CTTNBP2
KCNH2	0	0.278000107405777	0.289	0.001	0	Mast cells	KCNH2
ENPP3	0	0.253123447357361	0.256	0.001	0	Mast cells	ENPP3
PAQR5	2.61058517178094e-304	0.252598099302199	0.256	0.001	4.6178641103633e-300	Mast cells	PAQR5
ATP1A4	2.05033046634374e-302	0.252073027092709	0.267	0.001	3.62682956191544e-298	Mast cells	ATP1A4
TLDC2	1.02060739100669e-294	0.269036235466583	0.256	0.001	1.80535241395173e-290	Mast cells	TLDC2
TMEM233	2.81579143562152e-265	0.371582623022549	0.311	0.003	4.98085347047091e-261	Mast cells	TMEM233
DHRS9	1.94349247832339e-244	0.542986823457969	0.433	0.01	3.43784384490625e-240	Mast cells	DHRS9
PBX1	4.47422043129188e-233	0.503113355024357	0.467	0.012	7.91444852091221e-229	Mast cells	PBX1
RAB27B	2.36836928520519e-225	0.629966712672725	0.589	0.022	4.18940842859946e-221	Mast cells	RAB27B
HS3ST1	2.17299303128872e-213	0.765751606789917	0.556	0.021	3.84380737304662e-209	Mast cells	HS3ST1
IFITM10	4.96956997766758e-210	0.417893343682523	0.378	0.009	8.79067233349617e-206	Mast cells	IFITM10
AKAP121	5.99584011033427e-196	0.705882480817698	0.533	0.021	1.06060415711703e-191	Mast cells	AKAP12
TIMP32	1.70107161550813e-195	0.689630301180537	0.578	0.025	3.00902558067234e-191	Mast cells	TIMP3
ABCC4	3.18112000280128e-189	0.637829375911432	0.611	0.03	5.62708317295519e-185	Mast cells	ABCC4
CAVIN21	7.78232318477437e-184	0.481676594552945	0.422	0.013	1.37661514815474e-179	Mast cells	CAVIN2
CLNK	1.98840705705611e-174	0.624169594988399	0.478	0.019	3.51729324322655e-170	Mast cells	CLNK
CATSPER1	3.54734255644247e-164	0.433557273279258	0.411	0.015	6.27489424809108e-160	Mast cells	CATSPER1
EPB41L1	5.43493444616613e-151	0.292969425941358	0.322	0.009	9.61385554182327e-147	Mast cells	EPB41L1
CD91	1.23147990862076e-150	1.37002172874719	0.856	0.086	2.17836481035926e-146	Mast cells	CD9
HPGD	1.13749959251442e-147	1.33962359397927	0.633	0.044	2.01212302919876e-143	Mast cells	HPGD
RASGRP4	7.60364025983966e-146	0.419988170228905	0.444	0.02	1.34500792556304e-141	Mast cells	RASGRP4
GALC	3.56709899617028e-137	1.18543102650494	0.7	0.06	6.30984141432561e-133	Mast cells	GALC
ALOX51	1.03803318044333e-136	0.896900928818845	0.733	0.066	1.83617689288621e-132	Mast cells	ALOX5
ARMH1	5.12435066267684e-133	0.632351495687853	0.589	0.041	9.06446388720907e-129	Mast cells	ARMH1
FCER1A	2.09764823872523e-126	0.297441649841864	0.3	0.01	3.71052996948106e-122	Mast cells	FCER1A
MEIS2	9.77815347969128e-124	0.254377315299257	0.267	0.008	1.72965756902259e-119	Mast cells	MEIS2
P2RX1	4.69509996669851e-121	0.511703532963904	0.422	0.022	8.30516233109299e-117	Mast cells	P2RX1
PIK3R6	1.77863757102675e-120	0.401160266276202	0.378	0.018	3.14623199938922e-116	Mast cells	PIK3R6
LYL1	3.3180165089127e-116	0.582495973719081	0.589	0.047	5.86923940261568e-112	Mast cells	LYL1
SMYD3	7.42935202251927e-116	0.694520214234092	0.656	0.062	1.31417807926343e-111	Mast cells	SMYD3
BTK1	2.33812914729751e-113	0.639501189550304	0.644	0.059	4.13591664865457e-109	Mast cells	BTK
LPCAT2	1.88326853995772e-105	0.432227449759811	0.433	0.027	3.3313137203312e-101	Mast cells	LPCAT2
TMEM220	3.29540077895006e-104	0.318235440986612	0.344	0.017	5.82923443788476e-100	Mast cells	TMEM220
DLC12	3.80824339696923e-104	0.402773846514641	0.433	0.027	6.73640174489887e-100	Mast cells	DLC1
FER	4.740916455334e-99	0.367281084718389	0.378	0.022	8.38620711784031e-95	Mast cells	FER
ARHGAP6	2.21455504986248e-97	0.319656354485384	0.311	0.015	3.91732642770175e-93	Mast cells	ARHGAP6
ACSL4	2.58859948987894e-97	1.0208221772768	0.733	0.097	4.57897363764687e-93	Mast cells	ACSL4
RHOBTB31	5.110447865118e-96	0.543180594131784	0.478	0.037	9.03987122860723e-92	Mast cells	RHOBTB3
RAB321	8.31768099350089e-94	0.551940971928443	0.644	0.068	1.47131459094037e-89	Mast cells	RAB32
LINC00996	4.7725057299402e-93	0.324077434719947	0.322	0.017	8.44208538569121e-89	Mast cells	LINC00996
NDST2	1.30851433154107e-91	0.441411269332662	0.444	0.034	2.31463100106299e-87	Mast cells	NDST2
ADAM12	3.02242126684206e-91	0.429808453099941	0.389	0.025	5.34636097891692e-87	Mast cells	ADAM12
IL18	5.27466784553344e-91	0.551731366790132	0.489	0.041	9.33035995196411e-87	Mast cells	IL18
ADGRE21	3.66426423099488e-90	0.65402807553598	0.567	0.056	6.48171699820684e-86	Mast cells	ADGRE2
CD33	1.19477840303861e-84	0.389903327977646	0.422	0.033	2.113443517135e-80	Mast cells	CD33
NSMCE1	3.07167956501489e-84	1.33658441500532	0.811	0.146	5.43349398255484e-80	Mast cells	NSMCE1
SDSL	6.08417821160632e-84	0.327412238162533	0.389	0.027	1.07623028385104e-79	Mast cells	SDSL
HS6ST1	8.19112422000894e-82	0.354701297576575	0.322	0.019	1.44892796327738e-77	Mast cells	HS6ST1
INKA1	6.58979512195889e-81	0.29491268283474	0.289	0.016	1.16566885912331e-76	Mast cells	INKA1
ATP6V0A2	4.67953768113723e-80	0.790694644971896	0.667	0.093	8.27763420416365e-76	Mast cells	ATP6V0A2
ALS2	9.421756717492e-78	0.343567761279058	0.344	0.024	1.66661454575716e-73	Mast cells	ALS2
MAST41	9.22486618852772e-77	0.555569191197281	0.622	0.079	1.63178658008867e-72	Mast cells	MAST4
STX3	1.38037931520799e-76	0.384079303495174	0.367	0.027	2.44175297067141e-72	Mast cells	STX3
TENT5A	1.08875083234299e-75	0.810463738028249	0.622	0.083	1.92589134733151e-71	Mast cells	TENT5A
BMP2K	1.69804885266025e-75	0.425427038763928	0.467	0.045	3.00367861547072e-71	Mast cells	BMP2K
PTGS2	2.66895662073507e-75	0.620083103693203	0.411	0.034	4.72111736641826e-71	Mast cells	PTGS2
SLC4A8	7.83266287645435e-74	0.293492686468852	0.3	0.019	1.38551973621601e-69	Mast cells	SLC4A8
CSF1	1.21024535250803e-72	0.859780027675898	0.544	0.066	2.14080300405146e-68	Mast cells	CSF1
LRMDA	5.03283871074249e-71	0.391804348764332	0.389	0.033	8.90258839543239e-67	Mast cells	LRMDA
RENBP	1.21558032942888e-68	0.42492772530954	0.456	0.047	2.15024004472675e-64	Mast cells	RENBP
GALNT6	2.70730952186559e-68	0.590643000483734	0.544	0.069	4.78895981322803e-64	Mast cells	GALNT6
PMP222	2.38588951689332e-66	0.465536612721641	0.5	0.057	4.22039996643259e-62	Mast cells	PMP22
ARHGEF6	7.20810762298666e-66	0.753920967620144	0.722	0.136	1.27504215743011e-61	Mast cells	ARHGEF6
GLUL1	8.72951274040492e-66	1.24736503866667	0.844	0.189	1.54416350865023e-61	Mast cells	GLUL
ACOT7	1.98642546166442e-64	0.4693327273417	0.456	0.05	3.5137879991382e-60	Mast cells	ACOT7
TSC22D12	2.32781366570734e-63	0.627416859240954	0.511	0.065	4.11766959326972e-59	Mast cells	TSC22D1
TMEM255B1	2.06273593565414e-61	0.321375947259786	0.267	0.018	3.6487735965786e-57	Mast cells	TMEM255B
TNFSF101	6.56950742594812e-60	0.921521360629218	0.767	0.165	1.16208016857596e-55	Mast cells	TNFSF10
RNF144A	1.04975956619713e-59	0.278766765710211	0.344	0.03	1.8569196966461e-55	Mast cells	RNF144A
LMO4	1.19146091989257e-57	1.02448094921854	0.756	0.172	2.10757522119796e-53	Mast cells	LMO4
